Teks,label
Kenaikan bpjs rencana januari 2020 memberatkan saya. anggota kk saya ada 5 plus satu anak yatim piatu yang harus dibayar setiap bulan. bisakah saya mengundurkan diri dari kepesertaan bpjs kesehatan?,2
pemerintah akan menaikkan iuran bpjs kesehatan tahun depan. sebagai peserta bpjs kesehatan mandiri kelas ii karena kenaikan iuran saya berencana menurunkannya ke kelas iii tapi saya tidak mau juga menjadi peserta pbi karena akan menambah beban pemerintah daerah. saya mohon agar peserta bpjs kesehatan pbi benar-benar di data dengan sungguh-sungguh jangan sampai yang mampu juga mendapatkan pbi. mohon didengarkan terimakasih,2
pak mohon agar penerima bantuan iuran bpjs kesehatan tidak diberikan kepada masyarakat yang merokok. iuran bpjs kesehatan naik tahun depan oleh karenanya pbi harus diberikan kepada masyarakat yang benar-benar miskin dan membutuhkan dan jangan diberikan kepada perokok. masak beli rokok tapi tidak bisa bayar iuran .,2
saya pengguna bpjs kesehatan tingkat 3 dan jumlah anggota 8 orang dan saya membayar tagihan bpjs bulan oktober 2019 kemarin 408.000 jadi 51.000/orang padahal biasanya 25.500/orang,2
dengan telah keluarnya perpres no. 75 tahun 2019 mengenai besaran iurang bpjs kesehatan yang berlaku mulai tahun 2020. apakah kebijakan untuk tidak bisa turun kelas tetap berlaku? karena saya merasa keberatan dengan besarnya iuran yang baru untuk kelas 1 sehingga saya ingin menurunkan kelas layanan saya. jika bisa tolong dibantu bagaimana caranya?,2
Saya karyawan disebuah retail didaerah depok. saya sudah bekerja sejak 23 mei 2018. saya ingin bertanya saya dan karyawan lainnya sampai sekarang belum ada yang mendapatkan kartu bpjs sehingga tidak bisa menggunakan fasilitas bpjs kesehatan dari perusahaan walaupun tiap bulan gaji dipotong. ditambah lagi kita sudah ingatkan atasan kita tapi tidak ada respon yang baik dari atasan,2
saya peserta bpjs kesehatan ppu dan saya mau menggunakan fasilitas kesehatan pembersihan karang gigi di faskes dr gigi drg. dwi mardiani akan tetapi ditolak. mohon konfirmasinya,2
Kepesertaan bpjs ditangguhkan dan tidak aktif. suami saya dari peserta bpjs kesehatan asn sdh lebih dari 17 tahun belum lama ada aturan bahwa pekerja badan usaha wajib diikutkan oleh bu sebagai peserta. saya didaftarkan per 1 okt 2019. begitu didaftarkan status kepesertaan saya tidak aktif dengan alasan perusahaan/ bu belum membayar iuran (notabene saya juga suami dari peserta asn yang tetap membayar krn dipotong gaji) keluhan saya adalah jeda waktu yg menurut saya sangat merugikan peserta. karena selama jeda waktu tersebut tidak dicover oleh bpjs kesehatan padahal iurannya rutin,2
Kartu bpjs saya ditangguhkan. sebelumnya saya pakai bpjs yg gratis dan hari senin kemarin 30-9-2019 masih bisa dipergunakan tetapi pada hari rabunya tgl 2-10-2019 sudah bermutasi menjadi berbayar dan statusnya ditangguhkan. saya tanya pada perusahaan tempat saya bekerja mereka beragumen bahwa ada pemindahan paksa dari pihak bpjs kesehatan sementara saya lapor kepihak bpjs mereka beragumen pihak perusahaan yg mengajukan. yg jadi masalah bukan bayar atau gratis tetapi penangguhannya ini,2
Pendaftaran online bpjs kesehatan down sampai kapan?mohon untuk segera dipulihkan.terimakasih,2
Saya punya kartu bpjs ketenagakerjaan 3 kartu saya mau amalgamasi jadi 1 kartu. tapi ketiga kartu itu masih 1 perusahaan semua. saya didaftarkan sama perusahan di kantor pusat bpjs ketenagakerjaan jakarta. apa bisa dilakukan amalgamasi di kantor cabang bpjs ketenagakerjaan terdekat,1
Yth BPJS Ketenagakerjaan Jakarta. Saya ingin menanyakan perihal pencairan dana jht saya. Saya melakukan pencairan melalui Bank BJB pada tgl 11 April 2018. Saldo saya sudah menjadi Nol pada tgl 19 April 2018 .Tetapi hingga saat ini 23 April 2018 belum ada transferan yg masuk ke rekening saya,1
Kepada Yth. BPJS Ketenagakerjaan Jakarta. Saya ingin menyampaikan perihal status klaim saya. Saldo saya sudah nol tapi kenapa belum ada transferan ke rek bjb saya ya,1
kepada Yth. BPJS ketenagakerjaan Jakarta Grogol. saya eklaim jht dan dokumen berhasil direkam dan saya diharuskan menunggu selama 2x24 jam. Sampai saat ini saya belum menerima pemberitahuan dan akhirnya mendatangi kantor BPJS Jakarta Grogol dan mendapatkan informasi systemnya error dan belum bisa memproses.Tolong diperbaiki pelayanannya. Terima kasih,1
Tolong koreksi ya saya sudah daftar online tp ngga bisa setelah saya pergi ke kantor bpjs terdekat katanya datanya ada di jakarta. tolong kepada Kantor bpjs ketenagakerjaan jakarta selipi di koreksi no kpj 13039589687 ibu kandung JURIAH,1
Dalam Pengajuan Eklaim JHT melalui bank BRI cbang PIK jakarta utara BP JS Ketenagakerjaan. Data klaim saya sudah dalam tahap pengajuan. Sampai saat ini belum ada BALASAN .padahal saya sangat membutuhkan dana tersebut,1
Bpjs ketenagakerjaan Jakarta Pulogebang. saya sudah mengajukan rekam e-klaim. dan sudah mendapatkan email notifikasi untuk menunggu 2x24 jam terhitung dari tanggal 14 November 2017 sudah lebih dari 2x24 jam akan tetapi saya belum mendapatkan email persetujuan dari kantor cabang Jakarta pulogebang. Terima kasih,1
Saya mendapatkan informasi dari bagian HRD bahwa beberapa bulan terakhir manajemen perusahaan tidak membayarkan iuran Jamsostek (BPJS Ketenagakerjaan) padahal gaji karyawan masih tetap dipotong. Ini sangat merugikan saya dan teman2 sesama karyawan yang kesulitan dalam melanjutkan iuran di tempat kerja baru atau bagi yang mau mencairkan saldo setelah resign.,1
Yth BPJS KETENAGAKERJAAN JAKARTA SELATAN. Saya dengan nama Mukhamad Ratoyo. No kpj 11039022808.No ktp 3329092303920008.nama saya di data bpjs yang Moh Ratoyo salah.yang benar Mukhamad Ratoyo.tolong koreksi data saya. TERIMA KASIH,1
kenapa pencairan dana JHT BPJS Ketenagakerjaan di cabang ini melalui bank bukopin lama proses cairnya. padahal dokumen lengkap dan tdk bermasalah. sudah hampir 3 minggu masih belum juga cair. kata pihak BPJS dan bank sendiri bilang 14hr kerja,1
Saya selalu mengecek saldo bulanan BPJS JHT dengan no KPJ 11029592414 tetapi tidak ada perubahan / update di bulan april 2016. saya sudah konfirmasi ke perusahaan mereka mengatakan sudah dibayarkan . berapa hari saya harus menunggu update saldo jht setelah pembayaran dari perusahaan. saya telepon ke kantor cabang BPJS ketenagakerjaan jakarta grogol dimana tempat saya terdaftar sebagai peserta bpjs ketenagakerjaan tidak ada yang mengangkat walaupun sudah berhari hari ditelepon,1
Saya mengajukan klaim JHT pada tanggal 18 FEBRUARI 2016 ke kantor BPJS Ketenagakerjaan Jakarta Mampang secara online. Untuk proses pencairannya telah dilakukan. proses klaim tersebut belum juga dilakukan. Menghubungi kantor BPJS Ketenagakerjaan sangat sulit. Proses klaim sudah tertunda hingga hampir 1 BULAN lebih,1
Saya nikita dhea umur 23 tahun. tahun ini saya di terima kerja disalah satu perusahaan swasta. dan masalah muncul saat bagian hrd kantor saya mau membuatkan bpjs ketenagakerjaan dan kesehatan. nomor nik dan kk saya tidak ada yang benar,1
saya telah memasukan data klaim santunan cacat akibat kecelakaan kerja dari tanggal 29 oktober 2019. Sampai sekarang kok belum ada panggilan dari bpjs.yang saya mau tanyakan butuh berapa lama proses klaim nya dan sudah sampai dimana proses klaim saya,1
setelah saya cek saldo bpjs ketenagakerjaan saya. kok tidak ada perhitungan saat saya bekerja di pt destinasi tirta nusantara. padahal waktu itu kita bayar aktif. mohon bantuannya. Terimakasih,1
saya klaim melalui bank btn cabang kemanggisan pada tanggal 08 oktober. tetapi sampai saat ini tanggal 15 november 2019 belum ada dana cair. saya juga sudah mengirim email ke layanan care@bpjsketenagakerjaan.go.id dan selalu mendapat jawaban sedang di proses dengan no pengaduan ldu-2327010,1
saya telah mengajukan klaim jht pada tanggal 25 oktober 2019 di cabang kelapa gading. tapi sampai saat ini uang belum masuk ke rekening saya. no. kpj : 1403522¹424/15048030199,1
saya ingin menlaporkan petugas pembina perusahaan dan ro bpjs ketenagakerjaan grogol. saya adalah pengelola bpjs mewakili perusahaan saya. memang saat ini bpjs telah terkomputerisasi melalui web dan mobile app. tetapi yang namanya system pasti ada saja errornya. nah disaat seperti ini sesuai dengan aturannya apabila mendapatkan kendala maka meminta bantuan pada pembina perusahaan masing-masing. namun saya tidak mendapatkan pelayanan yang semestinya,1
Saya ingin melaporkan pihak perusahaan yg melanggar hak mantan karyawan dr perusahaan tersebut. hingga mengalami tertundanya klaim bpjs ketenagakerjaan di karena kan pihak perusahaan belum melunasi/menunggak pembayaran ke bpjs ketenagakerjaan. sedangkan mantan karyawan semasa kerja sllu di potong gaji setiap blnnya untuk pembayaran bpjs ketenagakerjaan,1
saya kemarin tgl 22 udah mengajukan pencairan dana jht tapi ada kendala karena perbedaan no nik di bpjs dgn no nik di ktp. terus saya pada tanggal 24 ke bank bjb minta surat koreksi trus di kasih dan di sruh ke pabrik buat minta ttd dan stempel,1
mohon pentujuknya kartu bpjs ketenagakerjaan hilang dan nama tdk sesuai mohon solusinya bapak/ibu kantor bpjs ketenagakerjaan,1
saya ingin melaporkan bahwa di rs citama pabuaran. karyawan tidak mendapat hak nya. sesuai uu ketenagakerjaan. salahsatunya hak cuti yg tidak sesuai. dan masih banyak karyawan yg sudah bekerja bertahun2. tidak di daftarkan di bpjs ketenagakerjaan,1
saya klaim bpjs ketenagakerjaan di cabang ceger sudah 5hari saya cek kok belum diproses ya klaimnya. rekan saya di cabang lain 2 hari sudah di transfer. dan 3 tahun lalu saya klaim di cabang pasar minggu 2 hari sdh di transfer. apa ada masalah dgn kpj saya? saya sudah telpon cs bpjs beritanya belum ada klaim dari cabang ceger. mohon bantuannya karena ada keperluan mendesak,1
pembayaran iuran bpjs ketenagakerjaan non penerima upah atas nama ujang sudrajat dengan nomor peserta 3271012009700015 sejak bulan agustus 2019 hingga sekarang selalu gagal. saya biasa melakukan pembayaran melalui perbankan. dan udah coba melalui indomart dan alfamart juga gagal....ada apa dengan kartu kepesertaan saya,1
Selamat malam bpjs ketenagakerjaan cabang kota jakarta. bagaimana dengan klaim bpjs ketenagakerjaan saya sampai sekarang belum sy terima pencairannya. ini sudah lebih satu bulan dari tanggal yg dijanjikan. tolong di cek no peserta 09025055840.atas nama nilawati. sudah 2minggu dana belum cair juga.. terimakasih..mohon di tanggapi,1
tolong di cek no peserta 09025055840.atas nama nilawati. sudah 2minggu dana belum cair juga.. terimakasih..mohon di tanggapi,1
saya ingin mengetahui no kpj bpjs ketenagakerjaan karena kartu peserta hilang dan perusahaan tempat saya berkerja pt.tehnik umum sudah tutup dan saya sangat kesulitan untuk menghubungi pihak hrd,1
saya ingin menanyakan untuk proses penonaktifan bpjs ketenagakerjaan biasa nya di proses berapa lama dari laporan perusahaan kepada kantor bpjs ketenagakerjaan. karena status kpj 17030664845 saya masih aktif padahal saya sudah resign sejak juni 2019. mohon bantuan nya untuk dilakukan terkait kendala ini,1
Tolong infonya kenapa saat saya mau di daftarkan bpjs ketenagakerjaan secara online oleh perusahaan tempat saya kerja tidak bisa terdaftar.katanya ktp tidak terdaftar dan bagaimana solusinya ?,1
Selamat malam saya mau nanya nomer bpjs ketenagakerjaan gmana caranya ya? soalnya nomermya saya lupa,1
saya ingin menginformasikan sekaligus memberikan kritik dan saran kepada pemprov dki khususnya dari suku dinas kesehatan jakarta barat. saya beberapa waktu yang lalu meminta dibuatkan surat rujukan kepada petugas puskesmas kamal kalideres jakarta barat. namun saya kecewa dengan pelayan dan sikap dari petugas loket tersebut yang bernama yuli syahputra. dia terlihat kasar bahkan mempermalukan dan bersikap kurang baik terhadap beberapa keluarga dari pasien yg membutuhkan layanan dan informasi,3
Saya ingin memberikan masukan untuk Suku Dinas Kesehatan Jakarta Pusat. saya beberapa kali datang kesana tetapi tidak ada orang yang melayani dalam kantor yang cukup luas itu hanya ada 1 pegawai dan OB,3
Kepada Yth. Pemerintah Provinsi DKI Jakarta. Yth. Dinas kesehatan Jakarta Timur. Saya mau menanyakan. Alamat untuk menonaktifkan kartu KJS di mana ? Saya berdomisili di Jakarta Timur . Dan surat2 yg harus di bawa apa saja. Terima kasih,3
Hari ini saya datang ke kantor walikota untuk pendaftaran PIRT tetapi tidak dapat dilayani dikarenakan bukan KTP Depok. Saya memang berKTP Jakarta tetapi untuk produksi dan usaha sudah lebih 2 tahun ini berlokasi di Depok dan sudah memiliki SKU. Saya mencoba untuk mengurus di Dinas Kesehatan Jakarta juga ditolak karena produksinya ada di Depok,3
Saya baru saja mengantar anak keluarga kurang mampu. dia mengalami infeksi mata. hari sebelumnya sudah dibawa ke puskesmas akan tetapi puskesmas tidak memiliki layanan instalasi pengobatan mata dan disarankan ke rumah sakit. Karena di rumah sakit terdapat jadwal praktek mata. maka hari ini saya bawa ke dokter spesialis mata. dan hasilnya harus di operasi di RSCM dengan rujukan dokter. Mohon bantuannya Pihak Dinas Kesehatan Jakarta. apakah KJS bisa digunakan untuk operasi mata di RSCM?,3
Tadi sore sekira pukul 16.45 saya dan isteri saya ke Puskesmas Ragunan dengan tujuan untuk meminta surat rujukan sebagai persyaratan untuk berobat ke Rumah Sakit dengan menggunakan kartu ASKES. Namun dengan wajah sinis kami ditanggapi dingin dan harus datang kembali besok sebelum pukul 15.00 dengan alasan pada saat kami tiba pelayanan sudah tutup. Saya minta tanggapan dari dinas kesehatan jakarta dan pt askes mengenai hal ini. Mohon kalo ngasih pelayanan jangan galak dong,3
Kecelakaan yang melibatkan mobil milik Dinas Kesehatan. yang menabrak mobil masyarakat sampai saat ini belum ada pertanggungjawaban dari pihak Dinas Kesehatan,3
Kepada kepala dinas kesehatan terkait mungkin karena ketidakpahaman saya. saya ingin cek laboratorium di puskesmas cirimekar tapi domisili saya di pabuaran mekar dimana di puskesmas tersebut laboratorium tidak selengkap di laboratorium puskesmas cirimekar mereka hampir menolak saya. saya diminta untuk cek hiv dll untuk kehamilan saya,3
kepala dinas kesehatan kota jakarta pak jika ada warga yang terkena rabies kemanakah harus meminta vaksin rabies?,3
mohon informasi kapan stok vaksin ipv tersedia? anak saya sudah  waktunya imunisasi ipv. hari kamis tanggal 24 oktober 2019 saya ke puskesmas kebomas disana kata petugas kia stok vaksin ipv kosong.,3
kepala dinas kesehatan kota jakarta. pak mohon izin bertanya untuk tahun depan apakah ada program operasi katarak gratis bagi masyarakat miskin?,3
pak saat ini sedang terjadi wabah penyakit ternak b2 di beberapa kecamatan di deli serdang banyak masyarakat yang memelihara ternak b2. mohon agar dilakukan antisipasi agar penyakit ternak b2 tersebut tidak menular ke manusia.,3
mohon di perhatikan dan di pantau kembali staf-staf yang berada di puskesmas. saya sudah daftar antri melalui online. dan ternyata sampai di puskesmas ini saya harus antri berjam-jam!. karena nomor antrian di puskemas ini tidak berlaku dan tidak dijalankan berdasarkan nomor antrian. maka itu saya dan pasien-pasien lain harus antri dalam puskesmas ini.,3
saya ada pengalaman buruk atas kematian keluarga di rs horas insani. saat itu paman saya kena serangan naik tensi dan pecah pembuluh darah. pasien hanya menunggu dokter jaga dan tanpa penanganan gawat darurat hingga akhirnya paman saya meninggal,3
mohon informasinya apa saja syarat yang harus dipenuhi pasien penderita tb paru untuk berobat ke puskemas dan rsud ? apakah harus memiliki ktp? mohon informasinya. karena masyarakat banyak yang belum memahami prosedur berobat bagi pasien tb paru.,3
mohon agar penyaluran obat-obatan dan vaksin bagi masyarakat di puskesmas dilakukan dengan tepat sasaran. karena ada yang menyampaikan. ada petugas puskesmas nakal yang membawa pulang obat-obatan dan vaksin ke rumahnya.,3
masih banyak di kota jakarta anak-anak yang tumbuh stunting karena kurang asupan gizi. di puskesmas ada pembagian pmt mp asi. tapi dengar kabar petugas puskemas nakal yang membawa pulang pmt mp asi ke rumahnya,3
pak bagi penderita tb paru apakah untuk berobat ke puskemas dan rsud harus memakai ktp? mohon informasinya karena masyarakat banyak yang belum memahami prosedur berobat bagi pasien tb paru.,3
mohon penyaluran obat-obatan di puskesmas diawasi dengan baik. kami mendapatkan pengaduan dari masyarakat petugas puskesmas sering membawa pulang obat-obatan dan vaksin. mohon ditindak tegas!,3
izin bertanya jadwal pelayanan untuk pasien tb di puskesmas pada hari apa saja. dan jam berapakah pelayanan tersebut buka ataupun tutup?,3
izin pak mohon informasinya di rumah sakit atau puskesmas mana saja yang bisa melayani tes hiv/aids disini ?,3
Kepada yth. dinas kesehatan kota jakarta. izin bertanya jadwal pelayanan untuk pasien tb di puskesmas pada hari apa saja. dan jam berapakah pelayanan tersebut buka ataupun tutup? mohon penjelasannya.,3
pak mohon agar penyuluhaan hiv/aids ke masyarakat semakin sering dilakukan agar dapat mencegah penularan hiv/aids di kota jakarta.,3
pak saya mohon agar dinas kesehatan lebih banyak lagi melakukan penyuluhaan tentang hiv/aids ke tiap kecamatan dan desa karena semakin banyak jumlah penderita hiv/aids bahkan banyak dari mereka adalah ibu rumah tangga yang tertular dari suaminya akhirnya juga menularkan anak-anaknya.,3
pak saya mohon agar dinas kesehatan melakukan penyuluhan dan pemeriksaan iva di tiap posyandu untuk mencegah semakin banyaknya ibu-ibu terkena kanker servik.,3
mohon informasinya pak bagaimana kami masyarakat mengetahui besaran anggaran untuk penanggulangan hiv aids dan tb-tb mdr di dinas kesehatan kota Jakarta. dan apakah ada dana sosialisasi kepada masyarakat?,3
mohon informasinya pak bagaimana prosedurnya apabila masyarakat mencurigai/menduga seseorang mengidap tbc berdasarkan ciri-ciri yang dipahami. kemana kami harus melapor. dan apakah laporan kami dilindungi?,3
kepala dinas kesehatan kota Jakarta. mohon infonya rumah sakit atau puskesmas yang melayani tes hiv/aids di Kota Jakarta?,3
saya ada ikut di kegiatan sosial di masyarakat. ada tanya ini dari masyarakat yang kami dampingi tentang: pencegahan dan penanggulangan tbc dan kaitannya dengan tb mdr yang infonya resisten terhadap obat tbc (isoniazid dan rifampisin) untuk orang yang terpapar hiv aids apakah ada dana seminar kepada masyarakat pak? dan kemana kami ajukan pak?,3
Kepada yth: kepala dinas kesehatan kota Jakarta. pak kadis di mana saja yang telah ada rawat inapnya? rakyat sangat membutuhkan karena rumah sakit jauh,3
Saya alumni unimed saya kesulitan mendapatkan scan akreditasi jurusan yg masih berlaku pada bulan november 2014. mohon bantuannya kalau memang ada,4
mohon untuk memperbaiki sistem pembayaran beasiswa bppdn karena selalu terlambat ke penerima dan pengurus di tingkat universitas. seringkali info yang diberikan tidak valid,4
Apakah ada universitas/lembaga pendidikan di indonesia jenjang s1 membuka prodi dengan nama: pertanian?,4
Pak nama saya di cek di forlap dikti nya salah dan nomor ijazahnya juga masih kosong. bagaimana ya?,4
Lapor. saya sudah melakukan registrasi pada portal sinta beberapa hari lalu. tapi saya belum juga mendapatkan email verifikasi,4
ide untuk kemneterian ristek dan teknologi dan badan riset dan inovasi nasional : pemerintah dapat berlangganan online jurnal internasional misal dari elsevier. oxford university press dll,4
Tolong pencairan dana bidikmisi untuk semester ganjil segera di percepat prosesnya. karena sudah jauh dari waktu yang semestinya,4
selamat siang saya ingin bertanya mengenai kabar follow-up untuk pencairan dana beasiswa ppa 2019,4
Perubahan status tugas belajar menjadi aktif. surat aktif mengajar sudah terbit per 1 mei 2019 namum status masih belum aktif,4
Kepada yth kemenristek dikti disini saya laporkan bahwa ijasah yang saya peroleh dari ppkhb tahun 2017 yang dikeluarkan oleh pihak universitas sampai saat ini belum terdaftar di forlap dikti,4
saya dosen disalah satu institusi. ingin mengajukan penambahan data jabatan fungsional dan kepangkatan melalui aplikasi sister sejak 7 oktober 2019. namun hingga sekaran belum disetujui,4
Mengapa tidak membuat acara formal yang menyampaikan tayangan materi kuliah lengkap gratis melalui tv dan mewajibkan tv swasta menanyangkan acara formal pendidikan rutin,4
apakah ada beasiswa bantuan belajar mahasiswa yang sedang dibuka saat ini. khususnya hingga semester akhir ?,4
Saya ingin melaporkan dosen yang melakukan tindakan semena-mena terhadap mahasiswanya. misal pada saat bimbingan tugas sang doen seringkali mempersulit mahasiswa bimbingannya,4
Selamat siang saya hanya ingin bertanya. apakah universitas bisa mengeluarkan scorsing 2 semester kepada mahasiswa yang melakukan pelanggaran di kampusnya? Terimakasih,4
Terkait pencairan dana beasiswa ppa 2019 di wilayah I. saya mendengar beasiswa ppa ini akan cair setelah bidikmisi. namun sampai saat ini bidikmisi telah cair. dan kami minta tanggal pasti di akhir bulan oktober pak/bu terkait pencairan dana beasiswa ppa 2019 terima kasih,4
Assalamualaikum saya hendak menanyakan kiranya berapa lama waktu untuk kepengurusan nidn. karena sudah sekitar 1 bulan lebih yang lalu sudah diajukan. namun belum ada keterangan lebih lanjut,4
Untuk pencairan anak bidikmisi dan pengembalian ukt kira-kira bulan berapa? Mohon penjelasan dan kepastiannya. agar bisa mengira-ngira untuk kebutuhan saya karena pengeluaran maba banyak sekali,4
saya adalah salah satu dosen tetap non-pns di pts yang telah lulus sertifikasi dosen tahun 2019. namun saya ingin menanyakan apakah dosen yang telah mendapatkan serdos dan dipotong pembayaran mengajar oleh perguruan tinggi swasta dapat dibenarkan?,4
Bagaimana untuk penyetaraan ijazah luar negeri?,4
Mohon penjelasan. apakah syarat tendik harus berpendidikan diploma dan usia maksimum 56 tahun dalam permen 51 tahun 2018 pasal 11 ayat 2 berlaku juga bagi pts yang sudah eksisting? Mohon pencerahannya,4
Kapan dapat informasi terkait pencairan beasiswa bidikmisi ya pak? Karena saya sebagai mahasiswa membutuhkannya untuk keperluan perkuliahan,4
bagaimana sikap kemenristek terkait jual beli skripsi yang marah terjadi di universitas-universitas besar?,4
kenapa ada universitas yang mewajibkan dan tidak mewajibkan kkn kuliah kerja nyata. artinya tidak ada penyetaraan dong,4
apakah wajar mahasiswa yang melaksanakan pkl di sebuah instansi pemerintah hanya diminta membuat kopi. pergi foto copy seperti itu saja?,4
kendala untuk login pada sister ristekdikti. saya tidak bisa mengakses username saya pada website tsb dengan adanya tulisan identitas tersebut tidak cocok dengan data kami,4
pada hari sabtu saya mengajukan permohona legalisir ijazah. tetapi dilakukan pemungutan biaya untuk legalisir tersebut oleh pihak perguruan tinggi,4
salah satu universitas negeri didaerah ii tidak mengeluarkan dana untuk kegiatan bem km. bagaimana ini pak minat dan bakat mahasiswa tidak terfasilitasi dengan baik,4
Saya ingin melaporkan ada beberapa dosen di kampus saya yang tidak masuk jam kuliah selama 5x pertemuan berturut-turut,4
Masih kesulitan untuk universitas diwilayah timur dalam mengakses jurnal internasional yang tidak terfasilitasi oleh pemerintah,4
Saya dari salah satu mahasiswa universitas negeri jakarta menanyakan pengumuman penerima beasiswa ppa 2019 pada bulan juli,5
masih ada mahasiswa nekat merokok di area kampus UNJ (universitas negeri jakarta) yaitu di depan tempat fotokopi fakultas ilmu pendidikan UNJ. mohon berikan sanksi kepada mahasiswa yang merokok,5
Akses untuk pejalan kaki di gerbang kampus A UNJ (univeritas negeri jakarta) jl. Pemuda sempit dan tidak ramah disabilitas,5
internet di kampus UNJ (univeritas negeri jakarta) suka lemot karena banyak mahasiswa menggunakan internet. terutamanya untuk melihat video youtube,5
saya ingin menanyakan proses pencairan beasiswa PPA tahap 2 2018 untuk univeritas negeri jakarta. kira-kira kapan dana tersebut bisa sampai di mahasiswa,5
saya lulusan tahun 2017 tapi baru masuk UNJ (univeritas negeri jakarta) pada tahun 2018. waktu SMA saya pernah mendapat KJP apakah disemester 1 bisa mengajukan KJMU?,5
Mohon informasinya kapan beasiswa PPA 2018 dicairkan? Karena setau saya beasiswa PPA 2018 sudah ada di PTN masing-masing. saya berkuliah di UNJ (univeritas negeri jakarta),5
saya dari mahasiswa ppg prajabtan subsidi gelombang 2 yang mengikuti pendidikan di lptk UNJ (univeritas negeri jakarta). saya ingin menyampaikan bahwa ada pelarangan penggunaan gedung bung hatta (pasca sarjana),5
saya mahasiswi s1 prodi pendidikan bahasa dan sastra indonesia univeritas negeri jakarta. ingin melaporkan bahwa data saya tidak tercantum di forlap ristekdikti,5
