Teks,label
"saya ingin melaporkan bahwa di rs citama pabuaran. karyawan tidak mendapat hak nya. sesuai uu ketenagakerjaan. salahsatunya hak cuti yg tidak sesuai. dan masih banyak karyawan yg sudah bekerja bertahun2. tidak di daftarkan di bpjs ketenagakerjaan",8
"saya klaim bpjs ketenagakerjaan di cabang ceger sudah 5hari saya cek kok belum diproses ya klaimnya. rekan saya di cabang lain 2 hari sudah di transfer. dan 3 tahun lalu saya klaim di cabang pasar minggu 2 hari sdh di transfer. apa ada masalah dgn kpj saya? saya sudah telpon cs bpjs beritanya belum ada klaim dari cabang ceger. mohon bantuannya karena ada keperluan mendesak",8
"pembayaran iuran bpjs ketenagakerjaan non penerima upah atas nama ujang sudrajat dengan nomor peserta 3271012009700015 sejak bulan agustus 2019 hingga sekarang selalu gagal. saya biasa melakukan pembayaran melalui perbankan. dan udah coba melalui indomart dan alfamart juga gagal....ada apa dengan kartu kepesertaan saya",8
"Selamat malam bpjs ketenagakerjaan cabang kota jakarta. bagaimana dengan klaim bpjs ketenagakerjaan saya sampai sekarang belum sy terima pencairannya. ini sudah lebih satu bulan dari tanggal yg dijanjikan. tolong di cek no peserta 09025055840.atas nama nilawati. sudah 2minggu dana belum cair juga.. terimakasih..mohon di tanggapi",8
"tolong di cek no peserta 09025055840.atas nama nilawati. sudah 2 minggu dana belum cair juga.. terimakasih..mohon di tanggapi",8
"saya ingin mengetahui no kpj bpjs ketenagakerjaan karena kartu peserta hilang dan perusahaan tempat saya berkerja pt.tehnik umum sudah tutup dan saya sangat kesulitan untuk menghubungi pihak hrd",8
"saya ingin menanyakan untuk proses penonaktifan bpjs ketenagakerjaan biasa nya di proses berapa lama dari laporan perusahaan kepada kantor bpjs ketenagakerjaan. karena status kpj 17030664845 saya masih aktif padahal saya sudah resign sejak juni 2019. mohon bantuan nya untuk dilakukan terkait kendala ini",8
"Tolong infonya kenapa saat saya mau di daftarkan bpjs ketenagakerjaan secara online oleh perusahaan tempat saya kerja tidak bisa terdaftar.katanya ktp tidak terdaftar dan bagaimana solusinya ?",8
"Selamat malam saya mau nanya nomer bpjs ketenagakerjaan gmana caranya ya? soalnya nomermya saya lupa",8
"pt. landaffal tidak membayarkan iuran bpjs kesehatan para karyawan. yang berakibat nonaktifnya bpjs. padahal banyak karyawan memerlukan untuk perawatan rutin setiap bulan melahirkan dan berobat. mohon bantu kami para karyawan sudah menggunakan biaya sendiri untuk berobat selama 2 bulan bertutut turut",7
"Hotline Service BPJS Kesehatan Jakarta Selatan 0812-8415 148 sulit dihubungi tidak pernah diangkat. inbox penuh. No telpon kantor 021- 794 6321 juga tidak bisa di hubungi. Ingin menanyakan RO untuk kirim email form 37 mutas peserta badan usaha",7
"Yth BPJS Kesehatan Jakarta Pusat. Mohon informasi VA keluarga itu prosedurnya seperti apa? Terima kasih",7
"data saya sebelumnya adalah BPJS Kesehatan mandiri. tapi ketika ingin didaftarkan oleh perusahaan tidak bisa. karena terdaftar sebagai peserta PBI. padahal kartu sebelumnya terdaftar di kelas satu sebagai peserta mandiri. Mohon dijelaskan untuk hal ini",7
"yth bpjs kesehatan jakarta pusat mohon informasi tagihan iuran dengan no peserat bpjs 0001833083908 ROHBANIYAH",7
"Yth Bpjs Kesehatan Jakarta Pusat . bagaimana cara memindahkan faskes?",7
"Saya mau cek tagihan BPJS Kesehatan untuk kartu dengan nomor 0001659144688. dan apakah saya bisa minta alamat BPJS Kesehatan Jakarta Pusat?",7
"Saya peserta bpjs kesehatan mandiri nomor kartu 0001339895125 mendapat teguran lewat email dari kantor bpjs kesehatan Jakarta Utara. padahal saya sudah bayar sampai bulan Januari 2016 lewat virtual account bank Mandiri.  Bagaimana proses administrasinya",7
"Peserta ingin mendaftarkan karyawan Badan usahanya. Sudah datang ke kantor cabang BPJS Kesehatan Jakarta selatan tapi ada gangguan. Mohon tindaklanjutnya",7
"Kantor BPJS Kesehatan Jakarta Selatan (Pasar Minggu) tidak bisa dihubungi. jika masuk pun tidak pernah di angkat. Nomor kantor pun juga selalu bernada sibuk. Kami (Badan Usaha / Perusahaan) susah sekali berkoordinasi dengan petugas disana via telephone. Selalu disarankan untuk datang ke kantor.",7
"Banyak petugas BPJS Kesehatan yang nongkrong di warung sambil merokok. Sementara banyak orang menunggu tanpa pelayanan tetap lambat. Banyak loket yang kosong. dengan alasan petugas sedang istirahat. Padahal waktu sudah menunjukkan pukul 13.20 WIB. Sampai jam 16 Di Kantor BPJS Kesehatan Jakarta Barat. pelayanannya sangat buruk.",7
"Tambahan peserta dalam satu kk dimana terdapat anggota keluarga yang telah terdaftar. diperlukan ke kantor bpjs setempat. untuk mendaftar di kantor cabang bpjs kesehatan jakarta harus antri sejak jam 4 pagi. mohon agar penambahan anggota keluarga dapat dilakukan secara online saja karena dapat menghemat waktu",7
"Berapakah no telp hotline service untuk Kantor Cabang BPJS Kesehatan Jakarta Pusat? dan apakah saya bisa melakukan pendaftaran via telp saja?",7
"Yang ingin saya tanyakan adalah: 1. Apakah Jamsostek saya berlaku sebagai Kartu BPJS Kesehatan? dan apakah dapat digunakan pada RS di Jakarta? 2. Bagaimana cara memberlakukan Kartu Jamsostek tersebut sebagai kartu BPJS? Apakah saya dapat mendaftar sebagai anggota BPJS Kesehatan Jakarta?",7
"Saya ingin melaporkan bahwa Call Center BPJS Kesehatan Jakarta Pusat tidak tanggap. Sudah tiga hari saya telepon dan tidak diangkat sama sekali",7
"Sebenarnya mengapa BPJS Kesehatan di wilayah Jakarta sulit sekali dihubungi? Mohon pihak berwenang bisa menyelesalikan masalah ini. Saya berharap laporan ini bisa lebih mendorong lagi BPJS Kesehatan untuk meningkatkan pelayanannya",7
"Mohon aktivasinya untuk keperluan pendaftaran bpjs kesehatan. no.kk  7604032409130004 nik  7604036608190001",7
"Yth. bpjs kesehatan ingin menanyakan status keaktifan bpjs pbi saya apakah masih aktif atau tidak? nama : m kholid mawardi noka: 0002021091928",7
"apakah saya bisa melakukan registrasi bpjs di jakarta apabila ktp saya adalah ktp luar daerah?",7
"pak mohon informasi untuk penderita tb paru yang tidak memiliki ktp dan bpjs kesehatan apakah bisa berobat di rsu daerah lubuk pakam?",7
"Kenaikan bpjs rencana januari 2020 memberatkan saya. anggota kk saya ada 5 plus satu anak yatim piatu yang harus dibayar setiap bulan. bisakah saya mengundurkan diri dari kepesertaan bpjs kesehatan?",7
"pemerintah akan menaikkan iuran bpjs kesehatan tahun depan. sebagai peserta bpjs kesehatan mandiri kelas ii karena kenaikan iuran saya berencana menurunkannya ke kelas iii tapi saya tidak mau juga menjadi peserta pbi karena akan menambah beban pemerintah daerah. saya mohon agar peserta bpjs kesehatan pbi benar-benar di data dengan sungguh-sungguh jangan sampai yang mampu juga mendapatkan pbi. mohon didengarkan terimakasih",7
"pak mohon agar penerima bantuan iuran bpjs kesehatan tidak diberikan kepada masyarakat yang merokok. iuran bpjs kesehatan naik tahun depan oleh karenanya pbi harus diberikan kepada masyarakat yang benar-benar miskin dan membutuhkan dan jangan diberikan kepada perokok. masak beli rokok tapi tidak bisa bayar iuran .",7
"saya pengguna bpjs kesehatan tingkat 3 dan jumlah anggota 8 orang dan saya membayar tagihan bpjs bulan oktober 2019 kemarin 408.000 jadi 51.000/orang padahal biasanya 25.500/orang",7
"dengan telah keluarnya perpres no. 75 tahun 2019 mengenai besaran iurang bpjs kesehatan yang berlaku mulai tahun 2020. apakah kebijakan untuk tidak bisa turun kelas tetap berlaku? karena saya merasa keberatan dengan besarnya iuran yang baru untuk kelas 1 sehingga saya ingin menurunkan kelas layanan saya. jika bisa tolong dibantu bagaimana caranya?",7
"Saya karyawan disebuah retail didaerah depok. saya sudah bekerja sejak 23 mei 2018. saya ingin bertanya saya dan karyawan lainnya sampai sekarang belum ada yang mendapatkan kartu bpjs sehingga tidak bisa menggunakan fasilitas bpjs kesehatan dari perusahaan walaupun tiap bulan gaji dipotong. ditambah lagi kita sudah ingatkan atasan kita tapi tidak ada respon yang baik dari atasan",7
"saya peserta bpjs kesehatan ppu dan saya mau menggunakan fasilitas kesehatan pembersihan karang gigi di faskes dr gigi drg. dwi mardiani akan tetapi ditolak. mohon konfirmasinya",7
"Kepesertaan bpjs ditangguhkan dan tidak aktif. suami saya dari peserta bpjs kesehatan asn sdh lebih dari 17 tahun belum lama ada aturan bahwa pekerja badan usaha wajib diikutkan oleh bu sebagai peserta. saya didaftarkan per 1 okt 2019. begitu didaftarkan status kepesertaan saya tidak aktif dengan alasan perusahaan/ bu belum membayar iuran (notabene saya juga suami dari peserta asn yang tetap membayar krn dipotong gaji) keluhan saya adalah jeda waktu yg menurut saya sangat merugikan peserta. karena selama jeda waktu tersebut tidak dicover oleh bpjs kesehatan padahal iurannya rutin",7
"Kartu bpjs saya ditangguhkan. sebelumnya saya pakai bpjs yg gratis dan hari senin kemarin 30-9-2019 masih bisa dipergunakan tetapi pada hari rabunya tgl 2-10-2019 sudah bermutasi menjadi berbayar dan statusnya ditangguhkan. saya tanya pada perusahaan tempat saya bekerja mereka beragumen bahwa ada pemindahan paksa dari pihak bpjs kesehatan sementara saya lapor kepihak bpjs mereka beragumen pihak perusahaan yg mengajukan. yg jadi masalah bukan bayar atau gratis tetapi penangguhannya ini",7
"Pendaftaran online bpjs kesehatan down sampai kapan?mohon untuk segera dipulihkan.terimakasih",7
"saya ingin menginformasikan sekaligus memberikan kritik dan saran kepada pemprov dki khususnya dari suku dinas kesehatan jakarta barat. saya beberapa waktu yang lalu meminta dibuatkan surat rujukan kepada petugas puskesmas kamal kalideres jakarta barat. namun saya kecewa dengan pelayan dan sikap dari petugas loket tersebut yang bernama yuli syahputra. dia terlihat kasar bahkan mempermalukan dan bersikap kurang baik terhadap beberapa keluarga dari pasien yg membutuhkan layanan dan informasi",6
"Saya ingin memberikan masukan untuk Suku Dinas Kesehatan Jakarta Pusat. saya beberapa kali datang kesana tetapi tidak ada orang yang melayani dalam kantor yang cukup luas itu hanya ada 1 pegawai dan OB",6
"Kepada Yth. Pemerintah Provinsi DKI Jakarta. Yth. Dinas kesehatan Jakarta Timur. Saya mau menanyakan. Alamat untuk menonaktifkan kartu KJS di mana ? Saya berdomisili di Jakarta Timur . Dan surat2 yg harus di bawa apa saja. Terima kasih",6
"Hari ini saya datang ke kantor walikota untuk pendaftaran PIRT tetapi tidak dapat dilayani dikarenakan bukan KTP Depok. Saya memang berKTP Jakarta tetapi untuk produksi dan usaha sudah lebih 2 tahun ini berlokasi di Depok dan sudah memiliki SKU. Saya mencoba untuk mengurus di Dinas Kesehatan Jakarta juga ditolak karena produksinya ada di Depok",6
"Saya baru saja mengantar anak keluarga kurang mampu. dia mengalami infeksi mata. hari sebelumnya sudah dibawa ke puskesmas akan tetapi puskesmas tidak memiliki layanan instalasi pengobatan mata dan disarankan ke rumah sakit. Karena di rumah sakit terdapat jadwal praktek mata. maka hari ini saya bawa ke dokter spesialis mata. dan hasilnya harus di operasi di RSCM dengan rujukan dokter. Mohon bantuannya Pihak Dinas Kesehatan Jakarta. apakah KJS bisa digunakan untuk operasi mata di RSCM?",6
"Tadi sore sekira pukul 16.45 saya dan isteri saya ke Puskesmas Ragunan dengan tujuan untuk meminta surat rujukan sebagai persyaratan untuk berobat ke Rumah Sakit dengan menggunakan kartu ASKES. Namun dengan wajah sinis kami ditanggapi dingin dan harus datang kembali besok sebelum pukul 15.00 dengan alasan pada saat kami tiba pelayanan sudah tutup. Saya minta tanggapan dari dinas kesehatan jakarta dan pt askes mengenai hal ini. Mohon kalo ngasih pelayanan jangan galak dong",6
"Kecelakaan yang melibatkan mobil milik Dinas Kesehatan. yang menabrak mobil masyarakat sampai saat ini belum ada pertanggungjawaban dari pihak Dinas Kesehatan",6
"Kepada kepala dinas kesehatan terkait mungkin karena ketidakpahaman saya. saya ingin cek laboratorium di puskesmas cirimekar tapi domisili saya di pabuaran mekar dimana di puskesmas tersebut laboratorium tidak selengkap di laboratorium puskesmas cirimekar mereka hampir menolak saya. saya diminta untuk cek hiv dll untuk kehamilan saya",6
"kepala dinas kesehatan kota jakarta pak jika ada warga yang terkena rabies kemanakah harus meminta vaksin rabies?",6
"mohon informasi kapan stok vaksin ipv tersedia? anak saya sudah  waktunya imunisasi ipv. hari kamis tanggal 24 oktober 2019 saya ke puskesmas kebomas disana kata petugas kia stok vaksin ipv kosong.",6
"kepala dinas kesehatan kota jakarta. pak mohon izin bertanya untuk tahun depan apakah ada program operasi katarak gratis bagi masyarakat miskin?",6
"pak saat ini sedang terjadi wabah penyakit ternak b2 di beberapa kecamatan di deli serdang banyak masyarakat yang memelihara ternak b2. mohon agar dilakukan antisipasi agar penyakit ternak b2 tersebut tidak menular ke manusia.",6
"mohon di perhatikan dan di pantau kembali staf-staf yang berada di puskesmas. saya sudah daftar antri melalui online. dan ternyata sampai di puskesmas ini saya harus antri berjam-jam!. karena nomor antrian di puskemas ini tidak berlaku dan tidak dijalankan berdasarkan nomor antrian. maka itu saya dan pasien-pasien lain harus antri dalam puskesmas ini.",6
"saya ada pengalaman buruk atas kematian keluarga di rs horas insani. saat itu paman saya kena serangan naik tensi dan pecah pembuluh darah. pasien hanya menunggu dokter jaga dan tanpa penanganan gawat darurat hingga akhirnya paman saya meninggal",6
"mohon informasinya apa saja syarat yang harus dipenuhi pasien penderita tb paru untuk berobat ke puskemas dan rsud ? apakah harus memiliki ktp? mohon informasinya. karena masyarakat banyak yang belum memahami prosedur berobat bagi pasien tb paru.",6
"mohon agar penyaluran obat-obatan dan vaksin bagi masyarakat di puskesmas dilakukan dengan tepat sasaran. karena ada yang menyampaikan. ada petugas puskesmas nakal yang membawa pulang obat-obatan dan vaksin ke rumahnya.",6
"masih banyak di kota jakarta anak-anak yang tumbuh stunting karena kurang asupan gizi. di puskesmas ada pembagian pmt mp asi. tapi dengar kabar petugas puskemas nakal yang membawa pulang pmt mp asi ke rumahnya",6
"pak bagi penderita tb paru apakah untuk berobat ke puskemas dan rsud harus memakai ktp? mohon informasinya karena masyarakat banyak yang belum memahami prosedur berobat bagi pasien tb paru.",6
"mohon penyaluran obat-obatan di puskesmas diawasi dengan baik. kami mendapatkan pengaduan dari masyarakat petugas puskesmas sering membawa pulang obat-obatan dan vaksin. mohon ditindak tegas!",6
"izin bertanya jadwal pelayanan untuk pasien tb di puskesmas pada hari apa saja. dan jam berapakah pelayanan tersebut buka ataupun tutup?",6
"izin pak mohon informasinya di rumah sakit atau puskesmas mana saja yang bisa melayani tes hiv/aids disini ?",6
"Kepada yth. dinas kesehatan kota jakarta. izin bertanya jadwal pelayanan untuk pasien tb di puskesmas pada hari apa saja. dan jam berapakah pelayanan tersebut buka ataupun tutup? mohon penjelasannya.",6
"pak mohon agar penyuluhaan hiv/aids ke masyarakat semakin sering dilakukan agar dapat mencegah penularan hiv/aids di kota jakarta.",6
"pak saya mohon agar dinas kesehatan lebih banyak lagi melakukan penyuluhaan tentang hiv/aids ke tiap kecamatan dan desa karena semakin banyak jumlah penderita hiv/aids bahkan banyak dari mereka adalah ibu rumah tangga yang tertular dari suaminya akhirnya juga menularkan anak-anaknya.",6
"pak saya mohon agar dinas kesehatan melakukan penyuluhan dan pemeriksaan iva di tiap posyandu untuk mencegah semakin banyaknya ibu-ibu terkena kanker servik.",6
"mohon informasinya pak bagaimana kami masyarakat mengetahui besaran anggaran untuk penanggulangan hiv aids dan tb-tb mdr di dinas kesehatan kota Jakarta. dan apakah ada dana sosialisasi kepada masyarakat?",6
"mohon informasinya pak bagaimana prosedurnya apabila masyarakat mencurigai/menduga seseorang mengidap tbc berdasarkan ciri-ciri yang dipahami. kemana kami harus melapor. dan apakah laporan kami dilindungi?",6
"kepala dinas kesehatan kota Jakarta. mohon infonya rumah sakit atau puskesmas yang melayani tes hiv/aids di Kota Jakarta?",6
"saya ada ikut di kegiatan sosial di masyarakat. ada tanya ini dari masyarakat yang kami dampingi tentang: pencegahan dan penanggulangan tbc dan kaitannya dengan tb mdr yang infonya resisten terhadap obat tbc (isoniazid dan rifampisin) untuk orang yang terpapar hiv aids apakah ada dana seminar kepada masyarakat pak? dan kemana kami ajukan pak?",6
"Kepada yth: kepala dinas kesehatan kota Jakarta. pak kadis di mana saja yang telah ada rawat inapnya? rakyat sangat membutuhkan karena rumah sakit jauh",6
"Saya alumni unimed saya kesulitan mendapatkan scan akreditasi jurusan yg masih berlaku pada bulan november 2014. mohon bantuannya kalau memang ada",5
"mohon untuk memperbaiki sistem pembayaran beasiswa bppdn karena selalu terlambat ke penerima dan pengurus di tingkat universitas. seringkali info yang diberikan tidak valid",5
"Apakah ada universitas/lembaga pendidikan di indonesia jenjang s1 membuka prodi dengan nama: pertanian?",5
"Pak nama saya di cek di forlap dikti nya salah dan nomor ijazahnya juga masih kosong. bagaimana ya?",5
"Lapor. saya sudah melakukan registrasi pada portal sinta beberapa hari lalu. tapi saya belum juga mendapatkan email verifikasi",5
"ide untuk kemneterian ristek dan teknologi dan badan riset dan inovasi nasional : pemerintah dapat berlangganan online jurnal internasional misal dari elsevier. oxford university press dll",5
"Tolong pencairan dana bidikmisi untuk semester ganjil segera di percepat prosesnya. karena sudah jauh dari waktu yang semestinya",5
"selamat siang saya ingin bertanya mengenai kabar follow-up untuk pencairan dana beasiswa ppa 2019",5
"Perubahan status tugas belajar menjadi aktif. surat aktif mengajar sudah terbit per 1 mei 2019 namum status masih belum aktif",5
"Kepada yth kemenristek dikti disini saya laporkan bahwa ijasah yang saya peroleh dari ppkhb tahun 2017 yang dikeluarkan oleh pihak universitas sampai saat ini belum terdaftar di forlap dikti",5
"saya dosen disalah satu institusi. ingin mengajukan penambahan data jabatan fungsional dan kepangkatan melalui aplikasi sister sejak 7 oktober 2019. namun hingga sekaran belum disetujui",5
"Mengapa tidak membuat acara formal yang menyampaikan tayangan materi kuliah lengkap gratis melalui tv dan mewajibkan tv swasta menanyangkan acara formal pendidikan rutin",5
"apakah ada beasiswa bantuan belajar mahasiswa yang sedang dibuka saat ini. khususnya hingga semester akhir ?",5
"Saya ingin melaporkan dosen yang melakukan tindakan semena-mena terhadap mahasiswanya. misal pada saat bimbingan tugas sang doen seringkali mempersulit mahasiswa bimbingannya",5
"Selamat siang saya hanya ingin bertanya. apakah universitas bisa mengeluarkan scorsing 2 semester kepada mahasiswa yang melakukan pelanggaran di kampusnya? Terimakasih",5
"Terkait pencairan dana beasiswa ppa 2019 di wilayah I. saya mendengar beasiswa ppa ini akan cair setelah bidikmisi. namun sampai saat ini bidikmisi telah cair. dan kami minta tanggal pasti di akhir bulan oktober pak/bu terkait pencairan dana beasiswa ppa 2019 terima kasih",5
"Assalamualaikum saya hendak menanyakan kiranya berapa lama waktu untuk kepengurusan nidn. karena sudah sekitar 1 bulan lebih yang lalu sudah diajukan. namun belum ada keterangan lebih lanjut",5
"Untuk pencairan anak bidikmisi dan pengembalian ukt kira-kira bulan berapa? Mohon penjelasan dan kepastiannya. agar bisa mengira-ngira untuk kebutuhan saya karena pengeluaran maba banyak sekali",5
"saya adalah salah satu dosen tetap non-pns di pts yang telah lulus sertifikasi dosen tahun 2019. namun saya ingin menanyakan apakah dosen yang telah mendapatkan serdos dan dipotong pembayaran mengajar oleh perguruan tinggi swasta dapat dibenarkan?",5
"Bagaimana untuk penyetaraan ijazah luar negeri?",5
"Mohon penjelasan. apakah syarat tendik harus berpendidikan diploma dan usia maksimum 56 tahun dalam permen 51 tahun 2018 pasal 11 ayat 2 berlaku juga bagi pts yang sudah eksisting? Mohon pencerahannya",5
"Kapan dapat informasi terkait pencairan beasiswa bidikmisi ya pak? Karena saya sebagai mahasiswa membutuhkannya untuk keperluan perkuliahan",5
"bagaimana sikap kemenristek terkait jual beli skripsi yang marah terjadi di universitas-universitas besar?",5
"kenapa ada universitas yang mewajibkan dan tidak mewajibkan kkn kuliah kerja nyata. artinya tidak ada penyetaraan dong",5
"apakah wajar mahasiswa yang melaksanakan pkl di sebuah instansi pemerintah hanya diminta membuat kopi. pergi foto copy seperti itu saja?",5
"kendala untuk login pada sister ristekdikti. saya tidak bisa mengakses username saya pada website tsb dengan adanya tulisan identitas tersebut tidak cocok dengan data kami",5
"pada hari sabtu saya mengajukan permohona legalisir ijazah. tetapi dilakukan pemungutan biaya untuk legalisir tersebut oleh pihak perguruan tinggi",5
"salah satu universitas negeri didaerah ii tidak mengeluarkan dana untuk kegiatan bem km. bagaimana ini pak minat dan bakat mahasiswa tidak terfasilitasi dengan baik",5
"Saya ingin melaporkan ada beberapa dosen di kampus saya yang tidak masuk jam kuliah selama 5x pertemuan berturut-turut",5
"Masih kesulitan untuk universitas diwilayah timur dalam mengakses jurnal internasional yang tidak terfasilitasi oleh pemerintah",5
"Saya dari salah satu mahasiswa universitas negeri jakarta menanyakan pengumuman penerima beasiswa ppa 2019 pada bulan juli",4
"masih ada mahasiswa nekat merokok di area kampus UNJ (universitas negeri jakarta) yaitu di depan tempat fotokopi fakultas ilmu pendidikan UNJ. mohon berikan sanksi kepada mahasiswa yang merokok",4
"Akses untuk pejalan kaki di gerbang kampus A UNJ (univeritas negeri jakarta) jl. Pemuda sempit dan tidak ramah disabilitas",4
"internet di kampus UNJ (univeritas negeri jakarta) suka lemot karena banyak mahasiswa menggunakan internet. terutamanya untuk melihat video youtube",4
"saya ingin menanyakan proses pencairan beasiswa PPA tahap 2 2018 untuk univeritas negeri jakarta. kira-kira kapan dana tersebut bisa sampai di mahasiswa",4
"saya lulusan tahun 2017 tapi baru masuk UNJ (univeritas negeri jakarta) pada tahun 2018. waktu SMA saya pernah mendapat KJP apakah disemester 1 bisa mengajukan KJMU?",4
"Mohon informasinya kapan beasiswa PPA 2018 dicairkan? Karena setau saya beasiswa PPA 2018 sudah ada di PTN masing-masing. saya berkuliah di UNJ (univeritas negeri jakarta)",4
